root,arabic,count,n_lemmas,top_lemmas,pos_distribution,cluster_id,cluster_name,n_surahs,meccan_share,top_co_roots,is_bridge,n_neighbor_clusters,notable
qlm,قلم,4,1,qalam (قَلَم) x4,N: 100%,505,,4,0.75,,False,0,noun-only; rare (4 occ.)
khl,كهل,2,1,kahol (كَهْل) x2,N: 100%,398,,2,0.0,klm (كلم) x2; mhd (مهد) x2; nws (نوس) x2,False,2,noun-only; rare (2 occ.)
Tyn,طين,12,1,Tiyn (طِين) x12,N: 100%,209,,11,0.833,xlq (خلق) x10; qwl (قول) x6; Alh (اله) x3; A*n (اذن) x2; Tyr (طير) x2,True,11,noun-only; high inter-cluster connectivity (11 clusters)
hyA,هيا,4,2,hayo_#ap (هَيْـ#َة) x2; yuhay~i}o (يُهَيِّئْ) x2,"N: 50%, V: 50%",209,,3,0.5,Alh (اله) x3; rbb (ربب) x3; A*n (اذن) x2; Tyn (طين) x2; Tyr (طير) x2,True,8,rare (4 occ.); bridge (8 clusters)
nfx,نفخ,20,2,nafaxa (نَفَخَ) x19; nafoxap (نَفْخَة) x1,"V: 95%, N: 5%",209,,17,0.85,Swr (صور) x10; rwH (روح) x6; ywm (يوم) x5; Alh (اله) x4; bny (بني) x4,True,16,high Meccan concentration; high inter-cluster connectivity (16 clusters)
kmh,كمه,2,1,>akomah (أَكْمَه) x2,N: 100%,209,,2,0.0,A*n (اذن) x2; Alh (اله) x2; Tyn (طين) x2; Tyr (طير) x2; bny (بني) x2,True,7,noun-only; rare (2 occ.); bridge (7 clusters)
brS,برص,2,1,>aboraS (أَبْرَص) x2,N: 100%,209,,2,0.0,A*n (اذن) x2; Alh (اله) x2; Tyn (طين) x2; Tyr (طير) x2; bny (بني) x2,True,7,noun-only; rare (2 occ.); bridge (7 clusters)
*xr,ذخر,1,1,tad~axiru (تَدَّخِرُ) x1,V: 100%,63,,1,0.0,,False,0,verb-only; single occurrence; confined to 1 surah
Hss,حسس,6,4,>aHas~a (أَحَسَّ) x3; taHus~u (تَحُسُّ) x1; taHas~asu (تَحَسَّسُ) x1,"V: 83%, N: 17%",191,,4,0.667,Alh (اله) x3; Amn (امن) x2; kfr (كفر) x2; smE (سمع) x2,False,4,
Hwr,حور,13,5,HawaAriy~uwn (حَوَارِيُّون) x5; Huwr (حُور) x4; yuHaAwiru (يُحَاوِرُ) x2,"N: 77%, V: 23%",153,,10,0.462,qwl (قول) x7; Alh (اله) x4; Amn (امن) x4; kfr (كفر) x3; kwn (كون) x3,True,7,bridge (7 clusters)
mkr,مكر,43,3,makara (مَكَرَ) x22; makor (مَكْر) x19; ma`kiriyn (مَٰكِرِين) x2,"V: 51%, N: 49%",4,"Revelation, Speech & Disbelief",14,0.767,Alh (اله) x16; kwn (كون) x8; E*b (عذب) x6; qwl (قول) x6; kbr (كبر) x5,True,15,"high inter-cluster connectivity (15 clusters); in named cluster: Revelation, Speech & Disbelief"
bhl,بهل,1,1,nabotahilo (نَبْتَهِلْ) x1,V: 100%,251,,1,0.0,,False,0,verb-only; single occurrence; confined to 1 surah
dnr,دنر,1,1,diynaAr (دِينَار) x1,N: 100%,285,,1,0.0,,False,0,noun-only; single occurrence; confined to 1 surah
dwm,دوم,9,2,daAmu (دَامُ) x7; daA^}im (دَا^ئِم) x2,"V: 78%, N: 22%",0,The Believers' Reward,6,0.444,rbb (ربب) x4; Alh (اله) x3; qwl (قول) x3; $yA (شيا) x3; wqy (وقي) x2,True,7,bridge (7 clusters); in named cluster: The Believers' Reward
lwy,لوي,5,3,yalo (يَلْ) x3; lay~ (لَيّ) x1; law~a (لَوَّ) x1,"V: 80%, N: 20%",4,"Revelation, Speech & Disbelief",3,0.0,Alh (اله) x5; qwl (قول) x3; lsn (لسن) x2; Eml (عمل) x2; rsl (رسل) x2,False,4,"rare (5 occ.); high Medinan concentration; in named cluster: Revelation, Speech & Disbelief"
lsn,لسن,25,1,lisaAn (لِسَان) x25,N: 100%,4,"Revelation, Speech & Disbelief",18,0.68,Alh (اله) x8; qwl (قول) x6; kwn (كون) x6; Elm (علم) x4; k*b (كذب) x4,True,15,"noun-only; high inter-cluster connectivity (15 clusters); in named cluster: Revelation, Speech & Disbelief"
drs,درس,6,2,darasu (دَرَسُ) x5; diraAsat (دِرَاسَت) x1,"V: 83%, N: 17%",4,"Revelation, Speech & Disbelief",5,0.833,ktb (كتب) x5; qwl (قول) x4; Aty (اتي) x3; Alh (اله) x2; Elm (علم) x2,False,2,"in named cluster: Revelation, Speech & Disbelief"
brk,برك,32,5,tabaAraka (تَبَارَكَ) x9; mubaArak (مُبَارَك) x8; ba`raka (بَٰرَكَ) x8,"V: 53%, N: 38%",4,"Revelation, Speech & Disbelief",22,0.875,Elm (علم) x10; nzl (نزل) x8; Alh (اله) x8; ArD (ارض) x8; smw (سمو) x8,True,21,"high Meccan concentration; high inter-cluster connectivity (21 clusters); in named cluster: Revelation, Speech & Disbelief"
Ewj,عوج,9,1,Eiwaj (عِوَج) x9,N: 100%,66,Jihād fī Sabīl Allāh,7,0.889,Alh (اله) x6; Sdd (صدد) x5; bgy (بغي) x5; sbl (سبل) x5; Axr (اخر) x3,True,7,noun-only; high Meccan concentration; bridge (7 clusters); in named cluster: Jihād fī Sabīl Allāh
ESm,عصم,13,5,{EotaSamu (ٱعْتَصَمُ) x5; yaEoSimu (يَعْصِمُ) x3; EaASim (عَاصِم) x3,"V: 69%, N: 31%",8,Allegiance & the Object of Worship,10,0.385,Alh (اله) x11; hdy (هدي) x5; qwm (قوم) x4; kwn (كون) x4; kfr (كفر) x3,True,10,high inter-cluster connectivity (10 clusters); in named cluster: Allegiance & the Object of Worship
Hbl,حبل,7,1,Habol (حَبْل) x7,N: 100%,73,,5,0.571,Alh (اله) x2; Ayy (ايي) x2; Edw (عدو) x2; kwn (كون) x2; ESw (عصو) x2,False,4,noun-only
SbH,صبح,45,7,>aSobaHa (أَصْبَحَ) x28; SuboH (صُبْح) x5; muSobiHiyn (مُصْبِحِين) x5,"V: 64%, N: 33%",95,,25,0.756,Alh (اله) x10; qwl (قول) x10; kwn (كون) x6; dwr (دور) x6; Ax* (اخذ) x6,True,20,high inter-cluster connectivity (20 clusters)
$fw,شفو,2,1,$afaA (شَفَا) x2,N: 100%,8,Allegiance & the Object of Worship,2,0.0,Alh (اله) x2; hdy (هدي) x2; nwr (نور) x2,False,2,noun-only; rare (2 occ.); in named cluster: Allegiance & the Object of Worship
Hfr,حفر,2,2,Huforap (حُفْرَة) x1; HaAfirap (حَافِرَة) x1,N: 100%,171,,2,0.5,,False,0,noun-only; rare (2 occ.)
nq*,نقذ,5,2,>anqa*a (أَنقَذَ) x4; yasotanqi*u (يَسْتَنقِذُ) x1,V: 100%,8,Allegiance & the Object of Worship,4,0.6,Alh (اله) x3; $yA (شيا) x3; jmE (جمع) x2; nwr (نور) x2; dwn (دون) x2,False,4,verb-only; rare (5 occ.); in named cluster: Allegiance & the Object of Worship
nkr,نكر,37,11,munkar (مُنكَر) x18; nakiyr (نَكِير) x4; munkiruwn (مُنكِرُون) x3,"N: 76%, V: 14%",5,The Commanded Self,26,0.622,Alh (اله) x17; Amr (امر) x13; Erf (عرف) x13; nhy (نهي) x12; kwn (كون) x10,True,15,high inter-cluster connectivity (15 clusters); in named cluster: The Commanded Self
*wq,ذوق,63,4,*aAqu (ذَاقُ) x36; >a*aAqa (أَذَاقَ) x22; *aA^}iqap (ذَا^ئِقَة) x3,"V: 92%, N: 8%",62,The Prepared Fire,32,0.762,E*b (عذب) x36; kwn (كون) x20; qwl (قول) x17; kfr (كفر) x16; ywm (يوم) x11,True,28,high inter-cluster connectivity (28 clusters); in named cluster: The Prepared Fire
dbr,دبر,44,8,dubur (دُبُر) x18; mudobir (مُدْبِر) x8; yatadab~aru (يَتَدَبَّرُ) x4,"N: 73%, V: 27%",273,,31,0.636,wly (ولي) x17; Alh (اله) x13; Amr (امر) x8; kwn (كون) x7; ArD (ارض) x5,True,27,high inter-cluster connectivity (27 clusters)
Srr,صرر,6,3,>aSar~u (أَصَرُّ) x4; Sir~ (صِرّ) x1; Sar~ap (صَرَّة) x1,"V: 67%, N: 33%",59,,5,0.667,Alh (اله) x3; Zlm (ظلم) x2; nfs (نفس) x2; gfr (غفر) x2; kbr (كبر) x2,True,5,bridge (5 clusters)
xbl,خبل,2,1,xabaAl (خَبَال) x2,N: 100%,637,,2,0.0,,False,0,noun-only; rare (2 occ.)
bgD,بغض,5,1,bagoDaA^' (بَغْضَا^ء) x5,N: 100%,229,,3,0.0,byn (بين) x5; Alh (اله) x4; Edw (عدو) x4; kwn (كون) x3; qwl (قول) x3,True,10,noun-only; rare (5 occ.); high Medinan concentration; high inter-cluster connectivity (10 clusters)
fwh,فوه,13,2,>afowa`h (أَفْوَٰه) x12; faA (فَا) x1,N: 100%,71,,10,0.231,Alh (اله) x8; kfr (كفر) x7; qwl (قول) x7; Elm (علم) x4; qlb (قلب) x4,True,13,noun-only; high inter-cluster connectivity (13 clusters)
EDD,عضض,2,1,EaD~u (عَضُّ) x2,V: 100%,4,"Revelation, Speech & Disbelief",2,0.5,qwl (قول) x2,False,1,"verb-only; rare (2 occ.); in named cluster: Revelation, Speech & Disbelief"
nml,نمل,4,3,n~amol (نَّمْل) x2; >anaAmil (أَنَامِل) x1; namolap (نَمْلَة) x1,N: 100%,4,"Revelation, Speech & Disbelief",2,0.75,qwl (قول) x2,False,1,"noun-only; rare (4 occ.); in named cluster: Revelation, Speech & Disbelief"
gyZ,غيظ,11,4,gayoZ (غَيْظ) x6; yagiyZu (يَغِيظُ) x3; tagay~uZ (تَغَيُّظ) x1,"N: 73%, V: 27%",332,,8,0.273,Alh (اله) x7; kwn (كون) x4; Amn (امن) x3; kfr (كفر) x3; Elm (علم) x2,True,10,high inter-cluster connectivity (10 clusters)
frH,فرح,22,2,fariHa (فَرِحَ) x16; fariH (فَرِح) x6,"V: 73%, N: 27%",307,,13,0.636,Alh (اله) x11; Aty (اتي) x7; qwl (قول) x7; kwn (كون) x6; swA (سوا) x5,True,17,high inter-cluster connectivity (17 clusters)
kyd,كيد,35,3,kayod (كَيْد) x26; kiydu (كِيدُ) x8; makiyduwn (مَكِيدُون) x1,"N: 77%, V: 23%",411,,16,0.886,Alh (اله) x8; qwl (قول) x6; kwn (كون) x5; kfr (كفر) x4; Elm (علم) x4,True,19,high Meccan concentration; high inter-cluster connectivity (19 clusters)
gdw,غدو,16,5,guduw~ (غُدُوّ) x5; gad (غَد) x5; gada (غَدَ) x3,"N: 81%, V: 19%",67,,13,0.75,Alh (اله) x5; kwn (كون) x4; rbb (ربب) x4; nfs (نفس) x4; Elm (علم) x3,True,15,high inter-cluster connectivity (15 clusters)
hmm,همم,9,2,ham~a (هَمَّ) x8; >aham~ato (أَهَمَّتْ) x1,V: 100%,151,,6,0.333,Alh (اله) x6; kwn (كون) x5; Amn (امن) x4; Twf (طوف) x3; Hqq (حقق) x3,True,8,verb-only; bridge (8 clusters)
f$l,فشل,4,1,fa$ilo (فَشِلْ) x4,V: 100%,291,,2,0.0,Alh (اله) x4; nzE (نزع) x3; Amn (امن) x2; Amr (امر) x2; rAy (راي) x2,True,5,verb-only; rare (4 occ.); bridge (5 clusters)
wkl,وكل,70,4,tawak~alo (تَوَكَّلْ) x40; wakiyl (وَكِيل) x24; mutawak~iluwn (مُتَوَكِّلُون) x4,"V: 60%, N: 40%",8,Allegiance & the Object of Worship,29,0.629,Alh (اله) x45; qwl (قول) x23; rbb (ربب) x20; Amn (امن) x17; $yA (شيا) x14,True,27,high inter-cluster connectivity (27 clusters); in named cluster: Allegiance & the Object of Worship
fwr,فور,4,2,faAra (فَارَ) x3; fawor (فَوْر) x1,"V: 75%, N: 25%",19,Household Law & Lineage,4,0.75,Ahl (اهل) x2; Amr (امر) x2; jyA (جيا) x2; kll (كلل) x2; qwl (قول) x2,False,4,rare (4 occ.); in named cluster: Household Law & Lineage
xms,خمس,8,4,xamosap (خَمْسَة) x3; xa`misap (خَٰمِسَة) x2; xamosiyn (خَمْسِين) x2,N: 100%,19,Household Law & Lineage,7,0.375,kwn (كون) x5; Alh (اله) x4; Alf (الف) x3; Elm (علم) x3; ywm (يوم) x3,True,5,noun-only; bridge (5 clusters); in named cluster: Household Law & Lineage
Trf,طرف,11,2,Tarof (طَرْف) x6; Taraf (طَرَف) x5,N: 100%,234,,11,0.727,rAy (راي) x4; Aty (اتي) x3; qbl (قبل) x3; qwl (قول) x3; End (عند) x3,True,9,noun-only; bridge (9 clusters)
kbt,كبت,3,1,kubita (كُبِتَ) x3,V: 100%,62,The Prepared Fire,2,0.0,kfr (كفر) x2,False,1,verb-only; rare (3 occ.); in named cluster: The Prepared Fire
xyb,خيب,5,2,xaAba (خَابَ) x4; xaA^}ibiyn (خَا^ئِبِين) x1,"V: 80%, N: 20%",649,,4,0.8,,False,0,rare (5 occ.)
kZm,كظم,6,3,kaZiym (كَظِيم) x3; ka`Zimiyn (كَٰظِمِين) x2; makoZuwm (مَكْظُوم) x1,N: 100%,107,,6,0.833,AHd (احد) x2; Zll (ظلل) x2; b$r (بشر) x2; swd (سود) x2; wjh (وجه) x2,False,4,noun-only
snn,سنن,21,3,sun~ap (سُنَّة) x16; m~asonuwn (مَّسْنُون) x3; s~in~ (سِّنّ) x2,N: 100%,176,,11,0.524,qbl (قبل) x7; Alh (اله) x7; xlw (خلو) x6; kwn (كون) x4; Awl (اول) x4,True,9,noun-only; bridge (9 clusters)
syr,سير,27,5,saAra (سَارَ) x16; suy~irato (سُيِّرَتْ) x5; say~aArap (سَيَّارَة) x3,"V: 78%, N: 22%",4,"Revelation, Speech & Disbelief",21,0.815,ArD (ارض) x15; kwn (كون) x15; kyf (كيف) x12; nZr (نظر) x12; Eqb (عقب) x11,True,16,"high inter-cluster connectivity (16 clusters); in named cluster: Revelation, Speech & Disbelief"
whn,وهن,9,4,wahana (وَهَنَ) x5; wahon (وَهْن) x2; muwhin (مُوهِن) x1,"V: 56%, N: 44%",131,,7,0.444,Alh (اله) x5; kwn (كون) x4; Elw (علو) x2; rbb (ربب) x2; Elm (علم) x2,False,3,
qrH,قرح,3,1,qaroH (قَرْح) x3,N: 100%,8,Allegiance & the Object of Worship,1,0.0,Alh (اله) x2,False,1,noun-only; rare (3 occ.); in named cluster: Allegiance & the Object of Worship; confined to 1 surah
dwl,دول,2,2,nudaAwilu (نُدَاوِلُ) x1; duwlap (دُولَة) x1,"V: 50%, N: 50%",95,,2,0.0,Alh (اله) x2; Ax* (اخذ) x2; byn (بين) x2,False,3,rare (2 occ.)
mHS,محص,2,1,yumaH~iSa (يُمَحِّصَ) x2,V: 100%,0,The Believers' Reward,1,0.0,Alh (اله) x2; Amn (امن) x2,False,2,verb-only; rare (2 occ.); in named cluster: The Believers' Reward; confined to 1 surah
kyn,كين,2,1,{sotakaAnu (ٱسْتَكَانُ) x2,V: 100%,4,"Revelation, Speech & Disbelief",2,0.5,rbb (ربب) x2,False,1,"verb-only; rare (2 occ.); in named cluster: Revelation, Speech & Disbelief"
srf,سرف,23,3,musorif (مُسْرِف) x15; >asorafa (أَسْرَفَ) x6; <isoraAf (إِسْرَاف) x2,"N: 61%, V: 26%",4,"Revelation, Speech & Disbelief",17,0.87,kwn (كون) x8; qwm (قوم) x7; Alh (اله) x6; qwl (قول) x5; rbb (ربب) x4,True,13,"high Meccan concentration; high inter-cluster connectivity (13 clusters); in named cluster: Revelation, Speech & Disbelief"
rEb,رعب,5,1,ruEob (رُعْب) x5,N: 100%,492,,5,0.2,qlb (قلب) x5; kfr (كفر) x3; Alh (اله) x2; lqy (لقي) x2; nzl (نزل) x2,True,8,noun-only; rare (5 occ.); bridge (8 clusters)
slT,سلط,39,2,suloTa`n (سُلْطَٰن) x37; sal~aTa (سَلَّطَ) x2,"N: 95%, V: 5%",4,"Revelation, Speech & Disbelief",27,0.795,Alh (اله) x20; byn (بين) x14; nzl (نزل) x9; Aty (اتي) x9; qwl (قول) x9,True,22,"high inter-cluster connectivity (22 clusters); in named cluster: Revelation, Speech & Disbelief"
Awy,اوي,36,3,ma>owaY` (مَأْوَىٰ) x22; 'aAwaY`^ (ءَاوَىٰ^) x9; >awaY (أَوَى) x5,"N: 61%, V: 39%",94,,23,0.528,Alh (اله) x14; qwl (قول) x11; bAs (باس) x10; nwr (نور) x8; kwn (كون) x8,True,27,high inter-cluster connectivity (27 clusters)
vwy,ثوي,14,2,mavowFY (مَثْوًى) x13; vaAwiy (ثَاوِي) x1,N: 100%,0,The Believers' Reward,10,0.786,Alh (اله) x9; Zlm (ظلم) x4; bAs (باس) x4; kfr (كفر) x4; nwr (نور) x4,True,10,noun-only; high inter-cluster connectivity (10 clusters); in named cluster: The Believers' Reward
SEd,صعد,9,6,SaEiyd (صَعِيد) x4; tuSoEidu (تُصْعِدُ) x1; yaS~aE~adu (يَصَّعَّدُ) x1,"N: 56%, V: 33%",17,Bodily Purity & Prayer,8,0.667,Alh (اله) x5; AHd (احد) x3; Amn (امن) x3; Tyb (طيب) x3; kwn (كون) x3,True,9,bridge (9 clusters); in named cluster: Bodily Purity & Prayer
fwt,فوت,5,3,faAta (فَاتَ) x3; fawot (فَوْت) x1; tafa`wut (تَفَٰوُت) x1,"V: 60%, N: 40%",75,Witnessing the Visible Sign,5,0.4,Alh (اله) x3; rAy (راي) x2; Aty (اتي) x2,False,3,rare (5 occ.); in named cluster: Witnessing the Visible Sign
nEs,نعس,2,1,n~uEaAs (نُّعَاس) x2,N: 100%,318,,2,0.0,Amn (امن) x2; g$w (غشو) x2; nzl (نزل) x2; qlb (قلب) x2,False,4,noun-only; rare (2 occ.)
DjE,ضجع,3,1,maDaAjiE (مَضَاجِع) x3,N: 100%,66,Jihād fī Sabīl Allāh,3,0.333,Alh (اله) x2; kwn (كون) x2; nfq (نفق) x2; xwf (خوف) x2,False,4,noun-only; rare (3 occ.); in named cluster: Jihād fī Sabīl Allāh
gzw,غزو,1,1,guz~FY (غُزًّى) x1,N: 100%,334,,1,0.0,,False,0,noun-only; single occurrence; confined to 1 surah
lyn,لين,5,4,lin (لِن) x2; l~ay~in (لَّيِّن) x1; >ala (أَلَ) x1,"V: 60%, ADJ: 20%",4,"Revelation, Speech & Disbelief",5,0.6,Alh (اله) x3; qlb (قلب) x2; *kr (ذكر) x2; x$y (خشي) x2,False,4,"rare (5 occ.); in named cluster: Revelation, Speech & Disbelief"
fZZ,فظظ,1,1,faZ~ (فَظّ) x1,N: 100%,296,,1,0.0,,False,0,noun-only; single occurrence; confined to 1 surah
glZ,غلظ,13,4,galiyZ (غَلِيظ) x9; {goluZo (ٱغْلُظْ) x2; giloZap (غِلْظَة) x1,"ADJ: 62%, V: 23%",94,,10,0.308,kfr (كفر) x5; Alh (اله) x4; rHm (رحم) x4; nbA (نبا) x4; Amn (امن) x4,True,11,high inter-cluster connectivity (11 clusters)
x*l,خذل,3,3,yaxo*ulo (يَخْذُلْ) x1; m~axo*uwl (مَّخْذُول) x1; xa*uwl (خَذُول) x1,"V: 33%, N: 33%",4,"Revelation, Speech & Disbelief",3,0.667,Alh (اله) x2; bEd (بعد) x2,False,2,"rare (3 occ.); in named cluster: Revelation, Speech & Disbelief"
gll,غلل,16,3,gil~ (غِلّ) x9; gal~a (غَلَّ) x5; magoluwlap (مَغْلُولَة) x2,"N: 69%, V: 31%",137,,12,0.5,kwn (كون) x5; qwl (قول) x5; Enq (عنق) x5; kfr (كفر) x4; rbb (ربب) x4,True,14,high inter-cluster connectivity (14 clusters)
sxT,سخط,4,3,saxiTa (سَخِطَ) x2; saxaT (سَخَط) x1; >asoxaTa (أَسْخَطَ) x1,"V: 75%, N: 25%",0,The Believers' Reward,4,0.0,Alh (اله) x3; rDw (رضو) x3; bAs (باس) x2; tbE (تبع) x2,False,4,rare (4 occ.); in named cluster: The Believers' Reward
lHq,لحق,6,2,>aloHaqo (أَلْحَقْ) x4; yaloHaqu (يَلْحَقُ) x2,V: 100%,4,"Revelation, Speech & Disbelief",6,0.667,Hkm (حكم) x3; Alh (اله) x2; Aty (اتي) x2; Axr (اخر) x2; SlH (صلح) x2,False,4,"verb-only; in named cluster: Revelation, Speech & Disbelief"
HZZ,حظظ,7,1,HaZ~ (حَظّ) x7,N: 100%,19,Household Law & Lineage,5,0.286,Alh (اله) x5; *kr (ذكر) x4; EZm (عظم) x3; kwn (كون) x3; mvl (مثل) x3,True,10,noun-only; high inter-cluster connectivity (10 clusters); in named cluster: Household Law & Lineage
mlw,ملو,10,2,>amolaY` (أَمْلَىٰ) x9; maliy~ (مَلِيّ) x1,"V: 90%, N: 10%",411,,8,0.4,kfr (كفر) x3; Ax* (اخذ) x3; kyd (كيد) x2; mtn (متن) x2; kwn (كون) x2,False,4,
myz,ميز,4,3,yamiyza (يَمِيزَ) x2; {mota`zu (ٱمْتَٰزُ) x1; tamay~azu (تَمَيَّزُ) x1,V: 100%,17,Bodily Purity & Prayer,4,0.5,Alh (اله) x2; Tyb (طيب) x2; xbv (خبث) x2,False,2,verb-only; rare (4 occ.); in named cluster: Bodily Purity & Prayer
TlE,طلع,19,8,T~alaEa (طَّلَعَ) x7; TaloE (طَلْع) x4; TalaEat (طَلَعَت) x2,"V: 53%, N: 47%",23,,13,0.895,Alh (اله) x5; $ms (شمس) x4; qwl (قول) x4; jEl (جعل) x3; nxl (نخل) x3,True,16,high Meccan concentration; high inter-cluster connectivity (16 clusters)
jby,جبي,12,3,{jotabaY` (ٱجْتَبَىٰ) x10; yujobaY`^ (يُجْبَىٰ^) x1; jawaAb2 (جَوَاب2) x1,"V: 92%, N: 8%",8,Allegiance & the Object of Worship,12,0.833,hdy (هدي) x7; qwm (قوم) x5; $yA (شيا) x4; Alh (اله) x4; rbb (ربب) x4,True,10,high inter-cluster connectivity (10 clusters); in named cluster: Allegiance & the Object of Worship
bxl,بخل,12,2,baxila (بَخِلَ) x10; buxol (بُخْل) x2,"V: 83%, N: 17%",82,,6,0.083,Alh (اله) x4; Aty (اتي) x3; fDl (فضل) x3; wly (ولي) x3; gny (غني) x3,True,5,high Medinan concentration; bridge (5 clusters)
zbr,زبر,11,3,zubur (زُبُر) x7; zabuwr (زَبُور) x3; zubar (زُبَر) x1,"N: 73%, PN: 27%",4,"Revelation, Speech & Disbelief",10,0.818,byn (بين) x5; ktb (كتب) x3; nwr (نور) x3; Aty (اتي) x3; jyA (جيا) x2,True,5,"bridge (5 clusters); in named cluster: Revelation, Speech & Disbelief"
fwz,فوز,29,5,fawoz (فَوْز) x19; faA^}izuwn (فَا^ئِزُون) x4; faAza (فَازَ) x3,"N: 90%, V: 10%",0,The Believers' Reward,21,0.345,EZm (عظم) x17; Alh (اله) x14; jnn (جنن) x13; jry (جري) x10; nhr (نهر) x10,True,14,high inter-cluster connectivity (14 clusters); in named cluster: The Believers' Reward
jnb,جنب,33,7,{jotanabu (ٱجْتَنَبُ) x9; jaAnib (جَانِب) x9; janb (جَنب) x8,"N: 58%, V: 36%",17,Bodily Purity & Prayer,21,0.606,Alh (اله) x11; kwn (كون) x11; Amn (امن) x7; rbb (ربب) x6; qwl (قول) x6,True,20,high inter-cluster connectivity (20 clusters); in named cluster: Bodily Purity & Prayer
rbT,ربط,5,3,r~abaTo (رَّبَطْ) x3; raAbiTu (رَابِطُ) x1; r~ibaAT (رِّبَاط) x1,"V: 80%, N: 20%",28,,4,0.4,Alh (اله) x3; Amn (امن) x3; qlb (قلب) x3; smw (سمو) x2; dwn (دون) x2,False,4,rare (5 occ.)
Hwb,حوب,1,1,Huwb (حُوب) x1,N: 100%,194,,1,0.0,,False,0,noun-only; single occurrence; confined to 1 surah
Ewl,عول,1,1,taEuwlu (تَعُولُ) x1,V: 100%,149,,1,0.0,,False,0,verb-only; single occurrence; confined to 1 surah
nHl,نحل,2,2,niHolap (نِحْلَة) x1; n~aHol (نَّحْل) x1,N: 100%,458,,2,0.5,,False,0,noun-only; rare (2 occ.)
hnA,هنا,4,1,haniy^_# (هَنِي^ـ#) x4,"ADJ: 50%, N: 50%",31,,4,0.75,Akl (اكل) x4; $rb (شرب) x3; Eml (عمل) x2; kwn (كون) x2,False,4,rare (4 occ.)
bdr,بدر,1,1,bidaAr (بِدَار) x1,N: 100%,249,,1,0.0,,False,0,noun-only; single occurrence; confined to 1 surah
qsm,قسم,33,10,>aqosamu (أَقْسَمُ) x20; qisomap (قِسْمَة) x3; qasamo (قَسَمْ) x2,"V: 76%, N: 24%",90,Sin–Mercy Economy,24,0.788,Alh (اله) x10; qwl (قول) x6; jhd (جهد) x5; ymn (يمن) x5; ywm (يوم) x4,True,14,high inter-cluster connectivity (14 clusters); in named cluster: Sin–Mercy Economy
sdd,سدد,6,2,sad~ (سَدّ) x4; sadiyd (سَدِيد) x2,"N: 67%, ADJ: 33%",4,"Revelation, Speech & Disbelief",4,0.667,qwl (قول) x4; byn (بين) x3; Alh (اله) x2; wqy (وقي) x2; xlf (خلف) x2,False,4,"in named cluster: Revelation, Speech & Disbelief"
Sly,صلي,25,8,yaSolaY (يَصْلَى) x13; >uSoliy (أُصْلِي) x4; taSoTalu (تَصْطَلُ) x2,"V: 80%, N: 20%",214,,21,0.8,nwr (نور) x9; kwn (كون) x5; jHm (جحم) x4; Alh (اله) x3; bAs (باس) x3,True,10,high inter-cluster connectivity (10 clusters)
sEr,سعر,19,3,saEiyr (سَعِير) x16; suEur (سُعُر) x2; suE~irato (سُعِّرَتْ) x1,"N: 95%, V: 5%",62,The Prepared Fire,15,0.684,Alh (اله) x4; Dll (ضلل) x4; E*b (عذب) x4; Etd (عتد) x4; $Tn (شطن) x3,True,8,bridge (8 clusters); in named cluster: The Prepared Fire
sds,سدس,5,2,s~udus (سُّدُس) x3; saAdis (سَادِس) x2,N: 100%,19,Household Law & Lineage,3,0.2,Elm (علم) x4; vlv (ثلث) x4; Alh (اله) x3; kll (كلل) x3; kwn (كون) x3,True,5,noun-only; rare (5 occ.); bridge (5 clusters); in named cluster: Household Law & Lineage
dry,دري,29,2,>adoraY` (أَدْرَىٰ) x17; tadoriY (تَدْرِى) x12,V: 100%,4,"Revelation, Speech & Disbelief",21,0.897,Alh (اله) x7; qwl (قول) x6; qrb (قرب) x5; kwn (كون) x4; swE (سوع) x4,True,9,"verb-only; high Meccan concentration; bridge (9 clusters); in named cluster: Revelation, Speech & Disbelief"
